"NR_all_97662.1","9LUV|1|D","9LUV|1|D,9LUV|1|C"
"NR_all_18709.1","7QI4|1|Aw","7QI4|1|Aw"
"NR_all_92130.5","9N5T|1|BW","9N5T|1|BW,8V9J|1|y,8V9K|1|y,8V9L|1|y,5O61|1|BW"
"NR_all_17748.1","7NRD|1|S3","7NRD|1|S3"
"NR_all_32685.1","7QI6|1|Ax","7QI6|1|Ax"
"NR_all_76885.2","7NSJ|1|AV","7NSJ|1|AV,7NSJ|1|AY"
"NR_all_39307.1","7NT5|1|N","7NT5|1|N"
"NR_all_08187.1","7NT6|1|Z","7NT6|1|Z"
"NR_all_20988.1","7NWG|1|q3","7NWG|1|q3"
"NR_all_83502.3","7QIY|1|Q+7QIY|1|R","7QIY|1|Q+7QIY|1|R,7QIZ|1|aA+7QIZ|1|bA"
"NR_all_27268.1","7NWH|1|hh","7NWH|1|hh"
"NR_all_79027.2","7QQX|1|A+7QQX|1|C+7QQX|1|D","7QQX|1|A+7QQX|1|C+7QQX|1|D,7QQS|1|A+7QQS|1|C+7QQS|1|D,7QQU|1|A+7QQU|1|C+7QQU|1|D,7QQT|1|A+7QQT|1|C+7QQT|1|D,7QQW|1|A+7QQW|1|C+7QQW|1|D,7QQZ|1|A+7QQZ|1|C+7QQZ|1|D,7QR5|1|A+7QR5|1|C+7QR5|1|D,7QQV|1|A+7QQV|1|C+7QQV|1|D"
"NR_all_47926.3","7OIF|1|z","7OIF|1|z,7NWW|1|z,7OIG|1|z"
"NR_all_35764.1","7O19|1|B7","7O19|1|B7"
"NR_all_79697.2","8VVU|1|At","8VVU|1|At,4UJE|1|AW"
"NR_all_32613.3","7O7Z|1|AI","7O7Z|1|AI,7O7Y|1|AI,7O80|1|AI"
"NR_all_82540.3","7QR3|1|C","7QR3|1|C,7QR3|1|D"
"NR_all_74018.3","5TCU|1|E","5TCU|1|E,5TCU|1|D"
"NR_all_07720.1","7QR4|1|B","7QR4|1|B"
"NR_all_19333.1","6HTQ|1|w","6HTQ|1|w"
"NR_all_71850.1","7QTL|1|R+7QTL|1|M","7QTL|1|R+7QTL|1|M"
"NR_all_07315.1","8CD1|1|Dt","8CD1|1|Dt"
"NR_all_79803.1","7O80|1|AT","7O80|1|AT"
"NR_all_65991.1","7QUA|1|A","7QUA|1|A"
"NR_all_27379.1","8G4S|1|i","8G4S|1|i"
"NR_all_27000.1","7O81|1|AT","7O81|1|AT"
"NR_all_23957.1","7QVP|1|A5","7QVP|1|A5"
"NR_all_24191.4","9Q87|1|6","9Q87|1|6,7QIW|1|s,7QIZ|1|s,7K00|1|5,9R3A|1|5,1VY6|1|AW,1VY6|1|CW,4A3G|1|P,4A3J|1|P,7NBU|1|W,3J9M|1|u,5MMI|1|z,6NU3|1|u,6NU2|1|u,7A5G|1|u3,3J5L|1|5,7A5K|1|u3,8AYE|1|5,8QOA|1|5,8PVA|1|5"
"NR_all_31974.1","7R2K|1|U","7R2K|1|U"
"NR_all_05306.1","7R6Q|1|1+7R6Q|1|2","7R6Q|1|1+7R6Q|1|2"
"NR_all_93470.1","7R81|1|A1+7R81|1|C1","7R81|1|A1+7R81|1|C1"
"NR_all_11525.1","7R81|1|B1","7R81|1|B1"
"NR_all_22527.1","7R9F|1|B","7R9F|1|B"
"NR_all_51912.1","7ODF|1|F+7ODF|1|E+7ODF|1|G","7ODF|1|F+7ODF|1|E+7ODF|1|G"
"NR_all_86951.1","7RDQ|1|I","7RDQ|1|I"
"NR_all_42626.1","7OFZ|1|C","7OFZ|1|C"
"NR_all_29269.1","1VY7|1|CV","1VY7|1|CV"
"NR_all_45291.1","7OGM|1|P","7OGM|1|P"
"NR_all_18961.3","1WMQ|1|D","1WMQ|1|D,1WMQ|1|C,1WRQ|1|C,1WRQ|1|D"
"NR_all_02527.4","9J4N|1|A","9J4N|1|A,7OT5|1|z,7OII|1|z"
"NR_all_41538.1","1WNE|1|B+1WNE|1|C","1WNE|1|B+1WNE|1|C"
"NR_all_50716.1","7OJK|1|D+7OJK|1|E","7OJK|1|D+7OJK|1|E"
"NR_all_79094.1","7OJN|1|R+7OJN|1|M","7OJN|1|R+7OJN|1|M"
"NR_all_65718.3","1WTT|1|A","1WTT|1|A,1WTS|1|A"
"NR_all_06580.1","1WWD|1|B","1WWD|1|B"
"NR_all_12201.1","1WWF|1|B","1WWF|1|B"
"NR_all_46102.4","1WZ2|1|D","1WZ2|1|D,1WZ2|1|C"
"NR_all_40066.1","1X18|1|A","1X18|1|A"
"NR_all_52383.1","1X18|1|C","1X18|1|C"
"NR_all_45092.3","2OM7|1|C","2OM7|1|C,1ZC8|1|Z,2OB7|1|D,1X1L|1|A"
"NR_all_54845.1","1X8W|1|C","1X8W|1|C"
"NR_all_48690.5","8OO0|1|2","8OO0|1|2,7Z3O|1|2,7Z3N|1|2,7OLC|1|2,7OLD|1|2"
"NR_all_71281.1","7EU0|1|O+7EU0|1|Q+7EU0|1|N+7EU0|1|R","7EU0|1|O+7EU0|1|Q+7EU0|1|N+7EU0|1|R"
"NR_all_55948.1","7EXY|1|A","7EXY|1|A"
"NR_all_28412.1","7F3I|1|D","7F3I|1|D"
"NR_all_25764.2","2P7E|1|D+2P7E|1|C","2P7E|1|D+2P7E|1|C,2NPY|1|D+2NPY|1|C,1ZFT|1|D+1ZFT|1|C,2P7F|1|D+2P7F|1|C,1ZFV|1|D+1ZFV|1|C,2P7D|1|D+2P7D|1|C,2D2L|1|D+2D2L|1|C,2OUE|1|D+2OUE|1|C,2FGP|1|D+2FGP|1|C,1X9C|1|D+1X9C|1|C,1ZFX|1|D+1ZFX|1|C,2BCZ|1|D+2BCZ|1|C,2D2K|1|D+2D2K|1|C,2BCY|1|D+2BCY|1|C,1X9K|1|D+1X9K|1|C,2NPZ|1|D+2NPZ|1|C,4G6R|1|D+4G6R|1|C,3GS1|1|D+3GS1|1|C,3GS8|1|D+3GS8|1|C"
"NR_all_53377.1","7F3J|1|D","7F3J|1|D"
"NR_all_67561.3","7FGI|1|V","7FGI|1|V,7FGI|1|U,7FGI|1|W,7FGI|1|P,7FGI|1|Q,7FGI|1|X,7FGI|1|S,7FGI|1|M,7FGI|1|T,7FGI|1|N,7FGI|1|O,7FGI|1|R,8WAL|1|Z"
"NR_all_00676.1","7OLD|1|5","7OLD|1|5"
"NR_all_01186.4","7P6Z|1|5","7P6Z|1|5,7PAL|1|5,7PIB|1|5,7PAK|1|5,7PHB|1|5,7PIT|1|5,7PI9|1|5,7PAI|1|5,7PAM|1|5,7PAO|1|5,7PAJ|1|5,7PHA|1|5,7PAR|1|5,7PH9|1|5,7PAQ|1|5,7PIC|1|5,7PI8|1|5,7PIP|1|5,7PAH|1|5,7PIO|1|5,7PAN|1|5,7PIQ|1|5,7PHC|1|5,7PIR|1|5,7PIA|1|5,7PIS|1|5,7PAS|1|5,7OOC|1|5,8P7X|1|5,8P6P|1|5,8P7Y|1|5,8P8W|1|5,8P8V|1|5"
"NR_all_89167.1","7FJ0|1|A","7FJ0|1|A"
"NR_all_07784.1","1XHP|1|A","1XHP|1|A"
"NR_all_12666.2","3T1Y|1|W","3T1Y|1|W,1XMO|1|W"
"NR_all_03110.1","7JIL|1|1","7JIL|1|1"
"NR_all_61644.3","4X64|1|b+4X64|1|a","4X64|1|b+4X64|1|a,4X65|1|b+4X65|1|a,4X62|1|b+4X62|1|a,4X66|1|b+4X66|1|a,1XMQ|1|X+1XMQ|1|W,3T1H|1|X+3T1H|1|W,1XMO|1|X,3T1Y|1|X"
"NR_all_54615.1","7JIL|1|3","7JIL|1|3"
"NR_all_48575.3","7JL0|1|X+7JL0|1|Y","7JL0|1|X+7JL0|1|Y,7JL1|1|X+7JL1|1|Y"
"NR_all_20242.3","7JL3|1|X+7JL3|1|Y","7JL3|1|X+7JL3|1|Y,7JL2|1|X+7JL2|1|Y"
"NR_all_29733.1","7JNH|1|B+7JNH|1|A","7JNH|1|B+7JNH|1|A"
"NR_all_82938.1","1XNQ|1|X+1XNQ|1|W","1XNQ|1|X+1XNQ|1|W"
"NR_all_45061.1","7JRS|1|B+7JRS|1|A","7JRS|1|B+7JRS|1|A"
"NR_all_89364.1","1XOK|1|A+1XOK|1|B","1XOK|1|A+1XOK|1|B"
"NR_all_28437.1","7JSW|1|4","7JSW|1|4"
"NR_all_02067.1","7JU1|11|X","7JU1|11|X"
"NR_all_42915.1","7K4L|4|A","7K4L|4|A"
"NR_all_83131.1","8AXF|1|Q","8AXF|1|Q"
"NR_all_70873.3","8FFR|1|W","8FFR|1|W,2GTT|1|W"
"NR_all_25162.3","3K5Q|1|B","3K5Q|1|B,7S02|1|B"
"NR_all_06584.3","8FFR|1|X","8FFR|1|X,2GTT|1|X"
"NR_all_84036.3","3QGB|1|B","3QGB|1|B,3K5Y|1|B"
"NR_all_00504.1","2GUN|1|B+2GUN|1|A","2GUN|1|B+2GUN|1|A"
"NR_all_26816.1","3K5Z|1|B","3K5Z|1|B"
"NR_all_12878.1","7SYP|1|7","7SYP|1|7"
"NR_all_01086.1","8B0J|1|K","8B0J|1|K"
"NR_all_63848.1","2GV4|1|A","2GV4|1|A"
"NR_all_85762.1","3K62|1|B","3K62|1|B"
"NR_all_42712.1","1XWU|1|A","1XWU|1|A"
"NR_all_76177.1","2GXB|1|E+2GXB|1|F","2GXB|1|E+2GXB|1|F"
"NR_all_79254.3","3KFU|1|L","3KFU|1|L,3KFU|1|K,3KFU|1|N,3KFU|1|M"
"NR_all_18888.1","8B9G|1|C","8B9G|1|C"
"NR_all_73392.3","7TJ2|1|G+7TJ2|1|H","7TJ2|1|G+7TJ2|1|H,7TQV|1|G+7TQV|1|H"
"NR_all_52745.1","8B9K|1|B","8B9K|1|B"
"NR_all_04723.1","2HEM|1|A","2HEM|1|A"
"NR_all_56855.3","3KNA|1|B+3KNA|1|C","3KNA|1|B+3KNA|1|C,3KMS|1|B+3KMS|1|C,4IQX|1|B+4IQX|1|C,3KLV|1|B+3KLV|1|C"
"NR_all_49530.1","7TNX|1|C+7TNX|1|B","7TNX|1|C+7TNX|1|B"
"NR_all_62241.3","8BE0|1|V","8BE0|1|V,8BDR|1|V,8BF5|1|V"
"NR_all_48365.1","1Y1Y|1|P","1Y1Y|1|P"
"NR_all_21811.1","2HNS|1|A","2HNS|1|A"
"NR_all_70496.1","1Y27|1|X","1Y27|1|X"
"NR_all_25696.1","2HUA|1|A","2HUA|1|A"
"NR_all_35816.1","3KMQ|1|B+3KMQ|1|C","3KMQ|1|B+3KMQ|1|C"
"NR_all_52698.4","8DVU|1|B","8DVU|1|B,7TO2|1|B,8DVS|1|B,8DVR|1|B,7TO1|1|B,8SCZ|1|B"
"NR_all_38531.2","8EX9|1|B+8EX9|1|C+8EX9|1|D","8EX9|1|B+8EX9|1|C+8EX9|1|D,8BF8|1|B,8EXA|1|B+8EXA|1|C+8EXA|1|D,8H1J|1|B+8H1J|1|C+8H1J|1|D"
"NR_all_46722.1","2I2Y|1|B","2I2Y|1|B"
"NR_all_01810.1","3KS8|1|E+3KS8|1|F","3KS8|1|E+3KS8|1|F"
"NR_all_85111.1","8BF9|1|5+8BF9|1|8","8BF9|1|5+8BF9|1|8"
"NR_all_44224.1","7TOQ|1|MRNA","7TOQ|1|MRNA"
"NR_all_35088.1","3LOA|1|B+3LOA|1|A","3LOA|1|B+3LOA|1|A"
"NR_all_54434.1","7TQB|1|A+7TQB|1|B","7TQB|1|A+7TQB|1|B"
"NR_all_15672.1","8BHF|1|21","8BHF|1|21"
"NR_all_47156.3","2IL9|1|A","2IL9|1|A,2IL9|1|M"
"NR_all_61988.3","3OG8|1|C+3OG8|1|D","3OG8|1|C+3OG8|1|D,3LRN|1|C+3LRN|1|D"
"NR_all_01620.1","2IRN|1|A+2IRN|1|B","2IRN|1|A+2IRN|1|B"
"NR_all_44340.1","3LRR|1|C+3LRR|1|D","3LRR|1|C+3LRR|1|D"
"NR_all_03860.1","7TRA|1|R+7TRA|1|S+7TRA|1|T","7TRA|1|R+7TRA|1|S+7TRA|1|T"
"NR_all_79242.3","8BSI|1|Lu","8BSI|1|Lu,8BTR|1|u,8BR8|1|Lu,8BTD|1|u,8BSJ|1|u"
"NR_all_96380.1","2IX1|1|B","2IX1|1|B"
"NR_all_16104.3","5BKN|1|T+5BKN|1|i","5BKN|1|T+5BKN|1|i,3J9B|1|K,3J9B|1|D"
"NR_all_49428.1","7U2A|1|C","7U2A|1|C"
"NR_all_40734.1","2IXZ|1|A","2IXZ|1|A"
"NR_all_89111.3","7U2J|1|1w","7U2J|1|1w,7U2I|1|1w,7U2H|1|1w,7U2J|1|2w,7U2I|1|2w,7U2H|1|2w,7U2H|1|1y,7U2J|1|1y,7U2J|1|2y,7U2H|1|2y,7U2I|1|1y,7U2I|1|2y"
"NR_all_93855.21","7QI4|1|AA","7QI4|1|AA,7P2E|1|A,7QI5|1|AA,8RRI|1|AA,8ANY|1|AA,7PNX|1|A,7PO1|1|A,7PO3|1|A,7QI6|1|AA,6RW5|1|A,7PO2|1|A,8K2A|1|S1,7PNY|1|A,7PNZ|1|A,9UWH|1|AA,8CSS|1|A,9G5C|1|A,9HFM|1|A,9G5D|1|A,8XT0|1|S1,8QRN|1|A,9HFO|1|A,8CSR|1|A,8XT2|1|S1,8CSQ|1|A,8OIR|1|AA,8CST|1|A,9G5E|1|A,8CSP|1|A,9HFN|1|A,9G5B|1|A,6ZSD|1|AA,7A5I|1|A6,7L08|1|AA,6ZSC|1|AA,6VMI|1|AA,6ZSG|1|AA,6ZSA|1|AA,8QRM|1|A,6VLZ|1|AA,8QRL|1|A,3J9M|1|AA,8CSU|1|A,7OG4|1|AA,7A5G|1|A6,7A5F|1|A6,6ZSB|1|AA,6ZS9|1|AA,6NU2|1|AA,6ZSE|1|AA,6NU3|1|AA,8QRK|1|A,6ZM6|1|AA,6RW4|1|A,7PO0|1|A,6ZM5|1|AA,8OIS|1|AA,7A5K|1|A6"
"NR_all_97963.3","8BTR|1|v","8BTR|1|v,8BSJ|1|v"
"NR_all_33509.1","3MDI|1|C","3MDI|1|C"
"NR_all_12601.1","8BSJ|1|x","8BSJ|1|x"
"NR_all_33458.1","3MIJ|1|A","3MIJ|1|A"
"NR_all_19519.2","8BTR|1|y","8BTR|1|y,8BTD|1|y"
"NR_all_88566.1","3MOJ|1|A","3MOJ|1|A"
"NR_all_04846.1","8BTK|1|AH","8BTK|1|AH"
"NR_all_22038.3","7BAH|1|C+7BAH|1|D","7BAH|1|C+7BAH|1|D,3NCU|1|C+3NCU|1|D,7BAI|1|C+7BAI|1|D,7BAI|1|V"
"NR_all_51182.1","8BTZ|1|A","8BTZ|1|A"
"NR_all_96772.1","7U4A|1|A","7U4A|1|A"
"NR_all_59420.1","8BUU|1|V","8BUU|1|V"
"NR_all_10425.1","2J28|1|8","2J28|1|8"
"NR_all_29649.1","3ND3|1|A","3ND3|1|A"
"NR_all_98031.1","8BVJ|1|B","8BVJ|1|B"
"NR_all_54171.3","7UCK|1|2","7UCK|1|2,7UCJ|1|2"
"NR_all_93205.1","8BWT|1|A","8BWT|1|A"
"NR_all_97562.1","7UGA|1|A","7UGA|1|A"
"NR_all_95658.1","8C4V|1|P+8C4V|1|T","8C4V|1|P+8C4V|1|T"
"NR_all_26424.1","7UJ1|1|E","7UJ1|1|E"
"NR_all_58004.2","9FPY|1|U","9FPY|1|U,9FQ6|1|U,8C8H|1|U"
"NR_all_63319.1","3JAP|1|1","3JAP|1|1"
"NR_all_97629.1","3NL0|1|B+3NL0|1|C","3NL0|1|B+3NL0|1|C"
"NR_all_81668.1","7UMD|1|A","7UMD|1|A"
"NR_all_22999.1","1YG4|1|A","1YG4|1|A"
"NR_all_69142.1","3NMR|1|B","3NMR|1|B"
"NR_all_96684.1","7UMK|1|R","7UMK|1|R"
"NR_all_23790.1","8CBJ|1|2","8CBJ|1|2"
"NR_all_09398.3","7UO5|1|B","7UO5|1|B,7UO2|1|B,7UO1|1|B,7UO0|1|B"
"NR_all_77785.2","8CBL|1|T","8CBL|1|T,9EY1|1|T"
"NR_all_42633.1","3NNA|1|B","3NNA|1|B"
"NR_all_44655.1","8CBM|1|T","8CBM|1|T"
"NR_all_51631.1","3NNH|1|E","3NNH|1|E"
"NR_all_40854.1","7UO0|1|C","7UO0|1|C"
"NR_all_01805.1","8CDU|1|B","8CDU|1|B"
"NR_all_83027.3","3NPQ|1|A","3NPQ|1|A,3NPQ|1|C,3NPQ|1|B,3NPN|1|A"
"NR_all_58300.4","7UO4|1|T+7UO4|1|P","7UO4|1|T+7UO4|1|P,7UO7|1|T+7UO7|1|P,9CGV|1|T+9CGV|1|P"
"NR_all_76567.1","8CDV|1|B","8CDV|1|B"
"NR_all_38606.5","1YN2|1|A","1YN2|1|A,1YN1|1|A"
"NR_all_50588.3","3NVI|1|E","3NVI|1|E,3NVI|1|F"
"NR_all_65422.1","8CI5|1|C","8CI5|1|C"
"NR_all_21614.1","1YNC|3|A","1YNC|3|A"
"NR_all_30567.1","3NVK|1|G","3NVK|1|G"
"NR_all_51779.6","1Z79|1|A+1Z79|1|B","1Z79|1|A+1Z79|1|B,1YRM|1|A+1YRM|1|B,1Z7F|1|A,1YY0|1|A+1YY0|1|B,1Z79|1|C,1YRM|1|C,1YY0|1|C,405D|1|A+405D|1|B"
"NR_all_60807.3","7UQB|1|6","7UQB|1|6,7UQZ|1|6"
"NR_all_60819.1","8CLR|1|A","8CLR|1|A"
"NR_all_53884.3","3O7V|1|A","3O7V|1|A,3O3I|1|A,3O6E|1|A"
"NR_all_96800.3","7UR5|1|v","7UR5|1|v,7UR5|1|y,7URM|1|v,7UR5|1|w,7URI|1|y"
"NR_all_45314.1","8CQ1|1|A","8CQ1|1|A"
"NR_all_94178.4","8CVM|1|a","8CVM|1|a,8CRX|1|a,9C4G|1|a"
"NR_all_78207.1","1YSH|1|A","1YSH|1|A"
"NR_all_66387.3","3OK4|1|N","3OK4|1|N,3OK4|1|D,3OK4|1|L,3OK4|1|Z,3OK4|1|4,3OK4|1|X,3OK4|1|V,3OK4|1|P,3OK4|1|F,3OK4|1|H,3OK4|1|J,3OK4|1|R,3OK4|1|T,3OK4|1|2,3OK4|1|B,3OK2|1|B,3OK2|1|D,3OK2|1|F"
"NR_all_98897.1","1YSH|1|F","1YSH|1|F"
"NR_all_45851.3","1YTU|1|C+1YTU|1|D","1YTU|1|C+1YTU|1|D,1YTU|1|E+1YTU|1|F"
"NR_all_30612.1","8CTI|1|C","8CTI|1|C"
"NR_all_72030.3","1ZH5|1|C+1ZH5|1|D","1ZH5|1|C+1ZH5|1|D,1YTY|1|C+1YTY|1|D"
"NR_all_73413.1","8CX1|1|K","8CX1|1|K"
"NR_all_65678.3","1YVP|1|C+1YVP|1|D","1YVP|1|C+1YVP|1|D,1YVP|1|E+1YVP|1|F"
"NR_all_94066.13","9FY2|1|a","9FY2|1|a,9FY1|1|a,9FY3|1|a,6HA1|1|a,8BUU|1|a,8CDU|1|A,8QPP|1|A,7O5B|1|A,7QV2|1|a,7QV1|1|a,8R55|1|A,6HTQ|1|a,5NJT|1|A,8CEC|1|A,6HA8|1|a,3J9W|1|AA,7QGU|1|W,7QV3|1|a,8CEE|1|A,7QH4|1|W,8CED|1|A,8QCQ|1|a"
"NR_all_66606.1","7UU4|1|R","7UU4|1|R"
"NR_all_70397.1","8CX2|1|K","8CX2|1|K"
"NR_all_08150.1","1YVP|1|G","1YVP|1|G"
"NR_all_86874.1","7UVW|1|w","7UVW|1|w"
"NR_all_64004.1","8D1V|1|J+8D1V|1|N","8D1V|1|J+8D1V|1|N"
"NR_all_04242.2","469D|1|A+469D|1|B","469D|1|A+469D|1|B,468D|1|A+468D|1|B,470D|1|A+470D|1|B,471D|1|A+471D|1|B,1YYK|1|C+1YYK|1|D,1YYK|1|E+1YYK|1|F,1YYO|1|E+1YYO|1|F,1YYO|1|C+1YYO|1|D"
"NR_all_50248.6","7UXA|1|E","7UXA|1|E,8ISS|1|E,8HMY|1|T"
"NR_all_47265.1","8D29|1|J","8D29|1|J"
"NR_all_99785.1","7UZW|1|G","7UZW|1|G"
"NR_all_31790.3","8D4A|1|B+8D4A|1|C","8D4A|1|B+8D4A|1|C,8D4B|1|B+8D4B|1|C"
"NR_all_48488.2","3OL9|1|N+3OL9|1|O+3OL9|1|P","3OL9|1|N+3OL9|1|O+3OL9|1|P,3OL9|1|J+3OL9|1|K+3OL9|1|L,3OL9|1|F+3OL9|1|G,3OL9|1|B+3OL9|1|C,3OLB|1|N+3OLB|1|O,3OLB|1|J+3OLB|1|K,3OLB|1|F+3OLB|1|G,3OLB|1|B+3OLB|1|C,3OL6|1|B+3OL6|1|C,3OL6|1|F+3OL6|1|G,3OL6|1|N+3OL6|1|O,3OL6|1|J+3OL6|1|K,3OL8|1|B+3OL8|1|C,3OL8|1|F+3OL8|1|G,3OL8|1|J+3OL8|1|K,3OL7|1|J+3OL7|1|K,3OL7|1|B+3OL7|1|C,3OL7|1|N+3OL7|1|O,3OL8|1|N+3OL8|1|O,3OL7|1|F+3OL7|1|G,3OLA|1|B+3OLA|1|C,3OLA|1|F+3OLA|1|G,3OLA|1|N+3OLA|1|O,3OLA|1|J+3OLA|1|K"
"NR_all_43854.1","7UZY|1|L+7UZY|1|G","7UZY|1|L+7UZY|1|G"
"NR_all_79175.1","8D97|1|C","8D97|1|C"
"NR_all_24746.3","1YYW|1|I+1YYW|1|J","1YYW|1|I+1YYW|1|J,1YYW|1|E+1YYW|1|F,1YYW|1|G+1YYW|1|H,1YYW|1|K+1YYW|1|L"
"NR_all_19462.1","7V00|1|G","7V00|1|G"
"NR_all_39701.2","1YZ9|1|E+1YZ9|1|F","1YZ9|1|E+1YZ9|1|F,1YZ9|1|C+1YZ9|1|D,5OC6|1|B+5OC6|1|C"
"NR_all_77411.1","7V2Z|1|B","7V2Z|1|B"
"NR_all_10487.3","4NFQ|1|B+4NFQ|1|C","4NFQ|1|B+4NFQ|1|C,4NFP|1|B+4NFP|1|C,4NFO|1|B+4NFO|1|C,4NFQ|1|A,4NFP|1|A,4NFO|1|A,1YZD|1|C"
"NR_all_09297.6","8QPP|1|U","8QPP|1|U,7QV1|1|H,7O5B|1|U,8R55|1|U,3J9W|1|AX,7QV3|1|H,7QGU|1|z,7QV2|1|H,7QV2|1|x,7QH4|1|1,7QH4|1|y"
"NR_all_96357.1","1Z30|1|A","1Z30|1|A"
"NR_all_19536.3","8K9G|1|C","8K9G|1|C,7V6C|1|C+7V6C|1|D,8K9G|1|G,8IT0|1|G,8IT0|1|C,7V6C|1|E+7V6C|1|F"
"NR_all_89129.1","1Z7F|1|B+1Z7F|1|C","1Z7F|1|B+1Z7F|1|C"
"NR_all_68467.16","8SCB|1|2","8SCB|1|2,8P2K|1|AT,9QQA|1|AT,7TM3|1|q,7NWI|1|2,5LZZ|1|2,5LZV|1|2,5LZT|1|2,5LZS|1|2,7TUT|1|q,3JAH|1|2,6GZ5|1|Bv,3JAG|1|2,6FRK|1|2,3JAI|1|2,9QQB|1|AT,6HCF|1|23,6MTB|1|2,5LZW|1|2,6GZ4|1|Bv,8VFT|1|2,6GZ3|1|Bv,6FTI|1|q,5LZU|1|2,5LZX|1|2,6HCM|1|23,3JAJ|1|3,6T59|1|23,3JAN|1|3"
"NR_all_82785.2","7V94|1|B+7V94|1|C+7V94|1|D","7V94|1|B+7V94|1|C+7V94|1|D,7V93|1|B"
"NR_all_08497.1","8DC2|1|B+8DC2|1|C+8DC2|1|D","8DC2|1|B+8DC2|1|C+8DC2|1|D"
"NR_all_86256.1","1ZC5|1|A","1ZC5|1|A"
"NR_all_87272.1","7V9A|1|R","7V9A|1|R"
"NR_all_84353.1","1ZC8|1|B","1ZC8|1|B"
"NR_all_37829.1","8DFA|1|L+8DFA|1|N","8DFA|1|L+8DFA|1|N"
"NR_all_48921.1","1ZC8|1|F","1ZC8|1|F"
"NR_all_78535.1","1ZC8|1|H","1ZC8|1|H"
"NR_all_46842.1","8DGA|1|F+8DGA|1|E","8DGA|1|F+8DGA|1|E"
"NR_all_16133.1","1ZC8|1|J","1ZC8|1|J"
"NR_all_41768.1","7VFT|1|A","7VFT|1|A"
"NR_all_26196.1","8DO6|1|J+8DO6|1|I","8DO6|1|J+8DO6|1|I"
"NR_all_18685.1","7VG3|1|D+7VG3|1|C","7VG3|1|D+7VG3|1|C"
"NR_all_07927.1","8DZJ|1|E+8DZJ|1|C+8DZJ|1|D","8DZJ|1|E+8DZJ|1|C+8DZJ|1|D"
"NR_all_18395.1","7VKL|1|B","7VKL|1|B"
"NR_all_37564.1","8DZK|1|O","8DZK|1|O"
"NR_all_59512.1","1ZIF|6|A","1ZIF|6|A"
"NR_all_55668.1","8E28|1|C","8E28|1|C"
"NR_all_76061.1","1ZIH|1|A","1ZIH|1|A"
"NR_all_91870.1","7VRL|1|A","7VRL|1|A"
"NR_all_09201.1","8E2A|1|B","8E2A|1|B"
"NR_all_92884.1","7VTI|1|B","7VTI|1|B"
"NR_all_76721.1","8E3I|1|E","8E3I|1|E"
"NR_all_51487.3","4L8H|1|R","4L8H|1|R,2BS1|1|R,2BS1|1|S,2BS0|1|R,1ZSE|1|R,2BS0|1|S,2B2D|1|S,2B2D|1|R"
"NR_all_26483.3","3J7P|1|5+3J7P|1|8","3J7P|1|5+3J7P|1|8,3J7Q|1|5+3J7Q|1|8,3J7R|1|5+3J7R|1|8,3J7O|1|5+3J7O|1|8"
"NR_all_13386.1","7VW3|1|B+7VW3|1|C+7VW3|1|D","7VW3|1|B+7VW3|1|C+7VW3|1|D"
"NR_all_31627.1","8E5L|1|7","8E5L|1|7"
"NR_all_77904.1","8E6W|1|8","8E6W|1|8"
"NR_all_62824.3","3J7Q|1|7","3J7Q|1|7,3J7P|1|7,3J7R|1|7,3J7O|1|7"
"NR_all_52584.1","7W0D|1|C+7W0D|1|D","7W0D|1|C+7W0D|1|D"
"NR_all_29328.1","8EDJ|1|R","8EDJ|1|R"
"NR_all_28477.2","1ZX7|1|E+1ZX7|1|F","1ZX7|1|E+1ZX7|1|F,1ZX7|1|C+1ZX7|1|D,1ZX7|1|A+1ZX7|1|B,1ZX7|1|G+1ZX7|1|H"
"NR_all_61505.3","3J7P|1|S2","3J7P|1|S2,3J7R|1|S2"
"NR_all_79111.3","8EHQ|1|R+8EHQ|1|N+8EHQ|1|T","8EHQ|1|R+8EHQ|1|N+8EHQ|1|T,8EOF|1|R+8EOF|1|N+8EOF|1|T,8EXY|1|R+8EXY|1|N+8EXY|1|T"
"NR_all_34950.1","3J7R|1|S4","3J7R|1|S4"
"NR_all_49381.1","7WAH|1|R+7WAH|1|D","7WAH|1|R+7WAH|1|D"
"NR_all_22842.2","1ZZ5|1|A+1ZZ5|1|B","1ZZ5|1|A+1ZZ5|1|B,1ZZ5|1|C+1ZZ5|1|D,2A04|1|C+2A04|1|D,2A04|1|A+2A04|1|B"
